#--- Experiment ---------------------------------
# comment
#
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.5.3.2466   www.pyroscience.com
#MESSRECHNER4
#--- Instrument --------------------------------------------------------------------------
#Device: FSP19 [A] FSPRO-4 SN:21450119 UiD:2466C2055D64A687 Firmware:4.11 Build:001
#--- Channel -----------------------------------------------------------------------------
#Channel [A Ch.1] - pH Sensor - SHG7-597-623 
#--- Settings & Calibration --------------------------------------------------------------
#Settings:	Duration	Intensity	Amp	Frequency (Hz)	Crc Enable	Write Lock	Autom. Flash Duration	Autom. Amp Level	Broadcast Interval (ms)	Broadcast Enabled Sensors	Broadcast Options	Analyte	Fiber Type	Fiber Length (mm)	Radio Temp	Temperature (°C)	Opt. Temp. Chan.	Radio Pressure	Pressure (mbar)	Salinity (g/l)
#	16 ms	80% (G)	10M (400x)	3000	FALSE	FALSE	FALSE	TRUE	0	47	0	pH	1 mm	1000	External Temperature Sensor	20.000000	1	Internal Pressure Sensor	1013.000000	7.500000
#Calibration:	lastCal1	lastCal2	lastCal3	R1	pH1 (pH)	temp1 (°C)	salinity1 (g/L)	R2	pH2 (pH)	temp2 (°C)	salinity2 (g/L)	offset (pH)	dPhi_ref (°)	attenuation coefficient (1/m)	bkgdAmpl (mV)	bkgdDphi (°)	dsf_dye	dtf_dye	pka	slope	bottom_t	top_t	slope_t	pka_t	pka_is1	pka_is2
#	09.12.2024	01.01.2001	01.01.2001	1.420695	2.266000	24.890000	2.000000	0.046000	14.000000	20.000000	7.500000	0.000000	57.800000	0.033900	0.584000	0.000000	0.904700	-0.005670	8.319000	1.087000	-0.015900	-0.002465	0.000000	-0.011470	2.540000	0.250000
#--- Temperature Compensation Channel ----------------------------------------------------
#Compensation Channel [A T1] - PT100 Temperature Sensor - Calibration offset = 0.00°C
#Settings: n/a
#Calibration: n/a
#--- Measurement Data --------------------------------------------------------------------
Date [A Ch.1 Main]	Time [A Ch.1 Main]	 dt (s) [A Ch.1 Main]	pH [A Ch.1 Main]	pH (pH) [A Ch.1 Main]	dphi (°) [A Ch.1 Main]	Signal Intensity (mV) [A Ch.1 Main]	Ambient Light (mV) [A Ch.1 Main]	R [A Ch.1 Main]	Status [A Ch.1 Main]	Date [A Ch.1 CompT]	Time [A Ch.1 CompT]	 dt (s) [A Ch.1 CompT]	Sample Temp. (°C) [A Ch.1 CompT]	Status [A Ch.1 CompT]
11-12-2024	08:43:05.237	720.816	7.498	7.498	27.493	937	0	1.0907	OK	11-12-2024	08:43:05.237	720.816	37.572	OK
11-12-2024	08:43:05.406	720.985	7.498	7.498	27.496	937	0	1.0905	OK	11-12-2024	08:43:05.406	720.985	37.571	OK
11-12-2024	08:43:05.677	721.256	7.499	7.499	27.500	937	0	1.0902	OK	11-12-2024	08:43:05.677	721.256	37.571	OK
11-12-2024	08:43:05.838	721.416	7.499	7.499	27.498	937	0	1.0903	OK	11-12-2024	08:43:05.838	721.416	37.571	OK
11-12-2024	08:43:05.936	721.515	7.498	7.498	27.495	937	0	1.0905	OK	11-12-2024	08:43:05.936	721.515	37.571	OK
11-12-2024	08:43:06.037	721.616	7.499	7.499	27.499	937	0	1.0902	OK	11-12-2024	08:43:06.037	721.616	37.571	OK
11-12-2024	08:43:06.137	721.716	7.498	7.498	27.489	937	0	1.0909	OK	11-12-2024	08:43:06.137	721.716	37.572	OK
11-12-2024	08:43:06.237	721.816	7.498	7.498	27.493	937	0	1.0907	OK	11-12-2024	08:43:06.237	721.816	37.572	OK
11-12-2024	08:43:06.410	721.989	7.499	7.499	27.496	937	0	1.0905	OK	11-12-2024	08:43:06.410	721.989	37.573	OK
11-12-2024	08:43:06.679	722.258	7.499	7.499	27.501	938	0	1.0902	OK	11-12-2024	08:43:06.679	722.258	37.573	OK
11-12-2024	08:43:06.838	722.417	7.499	7.499	27.499	938	0	1.0903	OK	11-12-2024	08:43:06.838	722.417	37.573	OK
11-12-2024	08:43:06.938	722.517	7.498	7.498	27.495	937	0	1.0906	OK	11-12-2024	08:43:06.938	722.517	37.574	OK
11-12-2024	08:43:07.039	722.618	7.498	7.498	27.492	937	0	1.0908	OK	11-12-2024	08:43:07.039	722.618	37.574	OK
11-12-2024	08:43:07.139	722.718	7.498	7.498	27.495	937	0	1.0906	OK	11-12-2024	08:43:07.139	722.718	37.575	OK
11-12-2024	08:43:07.240	722.819	7.498	7.498	27.496	937	0	1.0905	OK	11-12-2024	08:43:07.240	722.819	37.575	OK
11-12-2024	08:43:07.607	723.185	7.500	7.500	27.505	937	0	1.0898	OK	11-12-2024	08:43:07.607	723.185	37.575	OK
11-12-2024	08:43:07.742	723.321	7.499	7.499	27.498	937	0	1.0903	OK	11-12-2024	08:43:07.742	723.321	37.575	OK
11-12-2024	08:43:07.841	723.420	7.499	7.499	27.499	938	0	1.0902	OK	11-12-2024	08:43:07.841	723.420	37.575	OK
11-12-2024	08:43:07.942	723.521	7.498	7.498	27.493	938	0	1.0907	OK	11-12-2024	08:43:07.942	723.521	37.575	OK
11-12-2024	08:43:08.041	723.620	7.498	7.498	27.493	938	0	1.0907	OK	11-12-2024	08:43:08.041	723.620	37.575	OK
11-12-2024	08:43:08.142	723.721	7.499	7.499	27.497	938	0	1.0904	OK	11-12-2024	08:43:08.142	723.721	37.575	OK
11-12-2024	08:43:08.242	723.821	7.497	7.497	27.488	937	0	1.0910	OK	11-12-2024	08:43:08.242	723.821	37.575	OK
11-12-2024	08:43:08.414	723.992	7.498	7.498	27.496	937	0	1.0905	OK	11-12-2024	08:43:08.414	723.992	37.575	OK
11-12-2024	08:43:08.687	724.266	7.499	7.499	27.500	938	0	1.0902	OK	11-12-2024	08:43:08.687	724.266	37.576	OK
11-12-2024	08:43:08.842	724.421	7.499	7.499	27.498	937	0	1.0904	OK	11-12-2024	08:43:08.842	724.421	37.576	OK
11-12-2024	08:43:08.942	724.521	7.499	7.499	27.498	937	0	1.0904	OK	11-12-2024	08:43:08.942	724.521	37.576	OK
11-12-2024	08:43:09.041	724.620	7.499	7.499	27.499	937	0	1.0903	OK	11-12-2024	08:43:09.041	724.620	37.576	OK
11-12-2024	08:43:09.143	724.722	7.498	7.498	27.494	937	0	1.0906	OK	11-12-2024	08:43:09.143	724.722	37.577	OK
11-12-2024	08:43:09.244	724.822	7.498	7.498	27.492	937	0	1.0908	OK	11-12-2024	08:43:09.244	724.822	37.577	OK
11-12-2024	08:43:09.412	724.991	7.499	7.499	27.499	937	0	1.0903	OK	11-12-2024	08:43:09.412	724.991	37.577	OK
11-12-2024	08:43:09.667	725.246	7.499	7.499	27.501	937	0	1.0902	OK	11-12-2024	08:43:09.667	725.246	37.576	OK
11-12-2024	08:43:09.843	725.422	7.499	7.499	27.500	937	0	1.0902	OK	11-12-2024	08:43:09.843	725.422	37.576	OK
11-12-2024	08:43:09.944	725.523	7.499	7.499	27.497	937	0	1.0904	OK	11-12-2024	08:43:09.944	725.523	37.576	OK
11-12-2024	08:43:10.043	725.622	7.499	7.499	27.497	937	0	1.0904	OK	11-12-2024	08:43:10.043	725.622	37.576	OK
11-12-2024	08:43:10.142	725.721	7.499	7.499	27.497	937	0	1.0904	OK	11-12-2024	08:43:10.142	725.721	37.575	OK
11-12-2024	08:43:10.243	725.822	7.498	7.498	27.495	937	0	1.0906	OK	11-12-2024	08:43:10.243	725.822	37.575	OK
11-12-2024	08:43:10.412	725.991	7.498	7.498	27.496	937	0	1.0905	OK	11-12-2024	08:43:10.412	725.991	37.576	OK
11-12-2024	08:43:10.700	726.279	7.499	7.499	27.501	938	0	1.0901	OK	11-12-2024	08:43:10.700	726.279	37.575	OK
11-12-2024	08:43:10.844	726.423	7.499	7.499	27.501	937	0	1.0901	OK	11-12-2024	08:43:10.844	726.423	37.575	OK
11-12-2024	08:43:10.946	726.524	7.499	7.499	27.500	937	0	1.0902	OK	11-12-2024	08:43:10.946	726.524	37.575	OK
11-12-2024	08:43:11.145	726.724	7.499	7.499	27.500	937	0	1.0902	OK	11-12-2024	08:43:11.145	726.724	37.575	OK
11-12-2024	08:43:11.245	726.824	7.499	7.499	27.497	937	0	1.0904	OK	11-12-2024	08:43:11.245	726.824	37.575	OK
11-12-2024	08:43:11.418	726.997	7.499	7.499	27.499	937	0	1.0902	OK	11-12-2024	08:43:11.418	726.997	37.575	OK
11-12-2024	08:43:11.675	727.254	7.499	7.499	27.500	937	0	1.0902	OK	11-12-2024	08:43:11.675	727.254	37.575	OK
11-12-2024	08:43:11.845	727.424	7.499	7.499	27.501	938	0	1.0901	OK	11-12-2024	08:43:11.845	727.424	37.574	OK
11-12-2024	08:43:11.946	727.525	7.499	7.499	27.498	937	0	1.0903	OK	11-12-2024	08:43:11.946	727.525	37.575	OK
11-12-2024	08:43:12.046	727.625	7.499	7.499	27.497	937	0	1.0904	OK	11-12-2024	08:43:12.046	727.625	37.575	OK
11-12-2024	08:43:12.146	727.725	7.498	7.498	27.493	937	0	1.0907	OK	11-12-2024	08:43:12.146	727.725	37.574	OK
11-12-2024	08:43:12.247	727.826	7.499	7.499	27.497	937	0	1.0904	OK	11-12-2024	08:43:12.247	727.826	37.574	OK
11-12-2024	08:43:12.421	728.000	7.499	7.499	27.498	937	0	1.0903	OK	11-12-2024	08:43:12.421	728.000	37.573	OK
11-12-2024	08:43:12.677	728.256	7.499	7.499	27.503	937	0	1.0900	OK	11-12-2024	08:43:12.677	728.256	37.574	OK
11-12-2024	08:43:12.847	728.426	7.500	7.500	27.504	937	0	1.0899	OK	11-12-2024	08:43:12.847	728.426	37.574	OK
11-12-2024	08:43:12.948	728.527	7.498	7.498	27.494	938	0	1.0906	OK	11-12-2024	08:43:12.948	728.527	37.574	OK
11-12-2024	08:43:13.048	728.627	7.499	7.499	27.498	937	0	1.0904	OK	11-12-2024	08:43:13.048	728.627	37.575	OK
11-12-2024	08:43:13.148	728.727	7.498	7.498	27.494	937	0	1.0906	OK	11-12-2024	08:43:13.148	728.727	37.575	OK
11-12-2024	08:43:13.248	728.827	7.499	7.499	27.497	937	0	1.0904	OK	11-12-2024	08:43:13.248	728.827	37.576	OK
11-12-2024	08:43:13.416	728.995	7.498	7.498	27.495	937	0	1.0906	OK	11-12-2024	08:43:13.416	728.995	37.576	OK
11-12-2024	08:43:13.674	729.253	7.500	7.500	27.504	938	0	1.0899	OK	11-12-2024	08:43:13.674	729.253	37.576	OK
11-12-2024	08:43:13.848	729.427	7.499	7.499	27.501	937	0	1.0901	OK	11-12-2024	08:43:13.848	729.427	37.576	OK
11-12-2024	08:43:13.948	729.527	7.498	7.498	27.493	937	0	1.0907	OK	11-12-2024	08:43:13.948	729.527	37.576	OK
11-12-2024	08:43:14.049	729.628	7.499	7.499	27.497	937	0	1.0904	OK	11-12-2024	08:43:14.049	729.628	37.575	OK
11-12-2024	08:43:14.149	729.728	7.499	7.499	27.497	937	0	1.0904	OK	11-12-2024	08:43:14.149	729.728	37.575	OK
11-12-2024	08:43:14.249	729.828	7.498	7.498	27.491	937	0	1.0908	OK	11-12-2024	08:43:14.249	729.828	37.576	OK
11-12-2024	08:43:14.420	729.999	7.498	7.498	27.496	937	0	1.0905	OK	11-12-2024	08:43:14.420	729.999	37.576	OK
11-12-2024	08:43:14.677	730.256	7.500	7.500	27.504	937	0	1.0899	OK	11-12-2024	08:43:14.677	730.256	37.576	OK
11-12-2024	08:43:14.851	730.430	7.499	7.499	27.499	937	0	1.0902	OK	11-12-2024	08:43:14.851	730.430	37.576	OK
11-12-2024	08:43:14.951	730.530	7.499	7.499	27.498	937	0	1.0903	OK	11-12-2024	08:43:14.951	730.530	37.576	OK
11-12-2024	08:43:15.052	730.631	7.498	7.498	27.494	937	0	1.0906	OK	11-12-2024	08:43:15.052	730.631	37.577	OK
11-12-2024	08:43:15.151	730.730	7.498	7.498	27.492	937	0	1.0907	OK	11-12-2024	08:43:15.151	730.730	37.577	OK
11-12-2024	08:43:15.252	730.831	7.498	7.498	27.493	937	0	1.0907	OK	11-12-2024	08:43:15.252	730.831	37.577	OK
11-12-2024	08:43:15.426	731.005	7.499	7.499	27.500	937	0	1.0902	OK	11-12-2024	08:43:15.426	731.005	37.578	OK
11-12-2024	08:43:15.680	731.259	7.499	7.499	27.501	937	0	1.0901	OK	11-12-2024	08:43:15.680	731.259	37.578	OK
11-12-2024	08:43:15.853	731.432	7.499	7.499	27.500	937	0	1.0902	OK	11-12-2024	08:43:15.853	731.432	37.577	OK
11-12-2024	08:43:15.956	731.535	7.499	7.499	27.498	937	0	1.0903	OK	11-12-2024	08:43:15.956	731.535	37.577	OK
11-12-2024	08:43:16.053	731.632	7.498	7.498	27.496	937	0	1.0905	OK	11-12-2024	08:43:16.053	731.632	37.578	OK
11-12-2024	08:43:16.152	731.731	7.498	7.498	27.495	937	0	1.0905	OK	11-12-2024	08:43:16.152	731.731	37.578	OK
11-12-2024	08:43:16.253	731.832	7.498	7.498	27.493	937	0	1.0907	OK	11-12-2024	08:43:16.253	731.832	37.577	OK
11-12-2024	08:43:16.424	732.003	7.498	7.498	27.495	938	0	1.0905	OK	11-12-2024	08:43:16.424	732.003	37.576	OK
11-12-2024	08:43:16.696	732.275	7.500	7.500	27.504	938	0	1.0899	OK	11-12-2024	08:43:16.696	732.275	37.575	OK
11-12-2024	08:43:16.853	732.432	7.499	7.499	27.502	938	0	1.0900	OK	11-12-2024	08:43:16.853	732.432	37.574	OK
11-12-2024	08:43:16.953	732.532	7.499	7.499	27.497	937	0	1.0904	OK	11-12-2024	08:43:16.953	732.532	37.574	OK
11-12-2024	08:43:17.053	732.632	7.498	7.498	27.492	937	0	1.0907	OK	11-12-2024	08:43:17.053	732.632	37.575	OK
11-12-2024	08:43:17.154	732.733	7.498	7.498	27.495	937	0	1.0905	OK	11-12-2024	08:43:17.154	732.733	37.575	OK
11-12-2024	08:43:17.253	732.832	7.498	7.498	27.493	937	0	1.0907	OK	11-12-2024	08:43:17.253	732.832	37.575	OK
11-12-2024	08:43:17.422	733.001	7.499	7.499	27.497	937	0	1.0904	OK	11-12-2024	08:43:17.422	733.001	37.575	OK
11-12-2024	08:43:17.693	733.272	7.499	7.499	27.497	937	0	1.0904	OK	11-12-2024	08:43:17.693	733.272	37.575	OK
11-12-2024	08:43:17.854	733.433	7.499	7.499	27.497	937	0	1.0904	OK	11-12-2024	08:43:17.854	733.433	37.574	OK
11-12-2024	08:43:17.954	733.533	7.499	7.499	27.498	937	0	1.0903	OK	11-12-2024	08:43:17.954	733.533	37.574	OK
11-12-2024	08:43:18.054	733.633	7.499	7.499	27.496	937	0	1.0905	OK	11-12-2024	08:43:18.054	733.633	37.573	OK
11-12-2024	08:43:18.155	733.734	7.498	7.498	27.494	937	0	1.0906	OK	11-12-2024	08:43:18.155	733.734	37.573	OK
11-12-2024	08:43:18.257	733.836	7.498	7.498	27.492	937	0	1.0907	OK	11-12-2024	08:43:18.257	733.836	37.573	OK
11-12-2024	08:43:18.427	734.005	7.498	7.498	27.495	938	0	1.0905	OK	11-12-2024	08:43:18.427	734.005	37.573	OK
11-12-2024	08:43:18.697	734.276	7.499	7.499	27.500	938	0	1.0902	OK	11-12-2024	08:43:18.697	734.276	37.573	OK
11-12-2024	08:43:18.854	734.433	7.498	7.498	27.494	937	0	1.0906	OK	11-12-2024	08:43:18.854	734.433	37.575	OK
11-12-2024	08:43:18.954	734.533	7.498	7.498	27.496	938	0	1.0905	OK	11-12-2024	08:43:18.954	734.533	37.575	OK
11-12-2024	08:43:19.054	734.633	7.498	7.498	27.492	937	0	1.0907	OK	11-12-2024	08:43:19.054	734.633	37.575	OK
11-12-2024	08:43:19.154	734.733	7.499	7.499	27.497	937	0	1.0904	OK	11-12-2024	08:43:19.154	734.733	37.575	OK
11-12-2024	08:43:19.256	734.835	7.498	7.498	27.491	937	0	1.0908	OK	11-12-2024	08:43:19.256	734.835	37.574	OK
11-12-2024	08:43:19.425	735.004	7.499	7.499	27.496	937	0	1.0905	OK	11-12-2024	08:43:19.425	735.004	37.574	OK
11-12-2024	08:43:19.682	735.261	7.499	7.499	27.502	937	0	1.0900	OK	11-12-2024	08:43:19.682	735.261	37.575	OK
11-12-2024	08:43:19.855	735.434	7.499	7.499	27.499	938	0	1.0902	OK	11-12-2024	08:43:19.855	735.434	37.576	OK
11-12-2024	08:43:19.955	735.534	7.499	7.499	27.497	938	0	1.0904	OK	11-12-2024	08:43:19.955	735.534	37.576	OK
11-12-2024	08:43:20.055	735.634	7.498	7.498	27.495	937	0	1.0905	OK	11-12-2024	08:43:20.055	735.634	37.576	OK
11-12-2024	08:43:20.155	735.734	7.498	7.498	27.494	937	0	1.0906	OK	11-12-2024	08:43:20.155	735.734	37.576	OK
11-12-2024	08:43:20.384	735.963	7.499	7.499	27.502	937	0	1.0900	OK	11-12-2024	08:43:20.384	735.963	37.576	OK
11-12-2024	08:43:20.641	736.220	7.499	7.499	27.502	938	0	1.0900	OK	11-12-2024	08:43:20.641	736.220	37.576	OK
11-12-2024	08:43:20.756	736.335	7.499	7.499	27.497	937	0	1.0904	OK	11-12-2024	08:43:20.756	736.335	37.575	OK
11-12-2024	08:43:20.856	736.435	7.498	7.498	27.494	937	0	1.0906	OK	11-12-2024	08:43:20.856	736.435	37.575	OK
11-12-2024	08:43:20.956	736.535	7.498	7.498	27.492	937	0	1.0907	OK	11-12-2024	08:43:20.956	736.535	37.575	OK
11-12-2024	08:43:21.057	736.636	7.498	7.498	27.492	937	0	1.0907	OK	11-12-2024	08:43:21.057	736.636	37.575	OK
11-12-2024	08:43:21.156	736.735	7.498	7.498	27.490	937	0	1.0909	OK	11-12-2024	08:43:21.156	736.735	37.576	OK
11-12-2024	08:43:21.257	736.836	7.498	7.498	27.494	937	0	1.0906	OK	11-12-2024	08:43:21.257	736.836	37.576	OK
11-12-2024	08:43:21.427	737.006	7.499	7.499	27.498	937	0	1.0903	OK	11-12-2024	08:43:21.427	737.006	37.577	OK
11-12-2024	08:43:21.682	737.261	7.499	7.499	27.502	938	0	1.0900	OK	11-12-2024	08:43:21.682	737.261	37.575	OK
11-12-2024	08:43:21.859	737.438	7.499	7.499	27.501	937	0	1.0901	OK	11-12-2024	08:43:21.859	737.438	37.575	OK
11-12-2024	08:43:21.959	737.538	7.499	7.499	27.496	937	0	1.0904	OK	11-12-2024	08:43:21.959	737.538	37.575	OK
11-12-2024	08:43:22.059	737.638	7.498	7.498	27.492	937	0	1.0907	OK	11-12-2024	08:43:22.059	737.638	37.575	OK
11-12-2024	08:43:22.158	737.737	7.498	7.498	27.491	937	0	1.0908	OK	11-12-2024	08:43:22.158	737.737	37.574	OK
11-12-2024	08:43:22.384	737.963	7.499	7.499	27.501	937	0	1.0901	OK	11-12-2024	08:43:22.384	737.963	37.574	OK
11-12-2024	08:43:22.644	738.223	7.500	7.500	27.504	938	0	1.0899	OK	11-12-2024	08:43:22.644	738.223	37.575	OK
11-12-2024	08:43:22.759	738.338	7.499	7.499	27.500	938	0	1.0902	OK	11-12-2024	08:43:22.759	738.338	37.574	OK
11-12-2024	08:43:22.858	738.437	7.498	7.498	27.491	937	0	1.0908	OK	11-12-2024	08:43:22.858	738.437	37.574	OK
11-12-2024	08:43:22.959	738.538	7.499	7.499	27.499	938	0	1.0902	OK	11-12-2024	08:43:22.959	738.538	37.574	OK
11-12-2024	08:43:23.059	738.638	7.498	7.498	27.495	937	0	1.0905	OK	11-12-2024	08:43:23.059	738.638	37.574	OK
11-12-2024	08:43:23.160	738.739	7.499	7.499	27.496	937	0	1.0905	OK	11-12-2024	08:43:23.160	738.739	37.574	OK
11-12-2024	08:43:23.260	738.839	7.498	7.498	27.493	937	0	1.0907	OK	11-12-2024	08:43:23.260	738.839	37.574	OK
11-12-2024	08:43:23.432	739.011	7.499	7.499	27.496	937	0	1.0905	OK	11-12-2024	08:43:23.432	739.011	37.574	OK
11-12-2024	08:43:23.706	739.285	7.499	7.499	27.502	937	0	1.0900	OK	11-12-2024	08:43:23.706	739.285	37.574	OK
11-12-2024	08:43:23.861	739.440	7.500	7.500	27.503	938	0	1.0900	OK	11-12-2024	08:43:23.861	739.440	37.574	OK
11-12-2024	08:43:23.960	739.539	7.499	7.499	27.497	937	0	1.0904	OK	11-12-2024	08:43:23.960	739.539	37.575	OK
11-12-2024	08:43:24.061	739.640	7.499	7.499	27.497	938	0	1.0904	OK	11-12-2024	08:43:24.061	739.640	37.575	OK
11-12-2024	08:43:24.160	739.739	7.498	7.498	27.492	938	0	1.0907	OK	11-12-2024	08:43:24.160	739.739	37.574	OK
11-12-2024	08:43:24.262	739.841	7.499	7.499	27.496	937	0	1.0905	OK	11-12-2024	08:43:24.262	739.841	37.574	OK
11-12-2024	08:43:24.432	740.011	7.499	7.499	27.496	937	0	1.0905	OK	11-12-2024	08:43:24.432	740.011	37.574	OK
11-12-2024	08:43:24.687	740.266	7.499	7.499	27.499	937	0	1.0902	OK	11-12-2024	08:43:24.687	740.266	37.575	OK
11-12-2024	08:43:24.864	740.442	7.499	7.499	27.502	938	0	1.0900	OK	11-12-2024	08:43:24.864	740.442	37.575	OK
11-12-2024	08:43:24.964	740.543	7.498	7.498	27.494	937	0	1.0906	OK	11-12-2024	08:43:24.964	740.543	37.576	OK
11-12-2024	08:43:25.065	740.644	7.499	7.499	27.498	937	0	1.0903	OK	11-12-2024	08:43:25.065	740.644	37.576	OK
11-12-2024	08:43:25.164	740.743	7.499	7.499	27.499	937	0	1.0902	OK	11-12-2024	08:43:25.164	740.743	37.577	OK
11-12-2024	08:43:25.265	740.844	7.498	7.498	27.495	937	0	1.0905	OK	11-12-2024	08:43:25.265	740.844	37.577	OK
11-12-2024	08:43:25.436	741.015	7.499	7.499	27.499	937	0	1.0902	OK	11-12-2024	08:43:25.436	741.015	37.576	OK
11-12-2024	08:43:25.708	741.287	7.499	7.499	27.500	937	0	1.0902	OK	11-12-2024	08:43:25.708	741.287	37.576	OK
11-12-2024	08:43:25.866	741.445	7.499	7.499	27.502	937	0	1.0900	OK	11-12-2024	08:43:25.866	741.445	37.577	OK
11-12-2024	08:43:25.966	741.545	7.498	7.498	27.492	938	0	1.0907	OK	11-12-2024	08:43:25.966	741.545	37.577	OK
11-12-2024	08:43:26.066	741.645	7.499	7.499	27.496	937	0	1.0904	OK	11-12-2024	08:43:26.066	741.645	37.577	OK
11-12-2024	08:43:26.165	741.744	7.498	7.498	27.494	937	0	1.0905	OK	11-12-2024	08:43:26.165	741.744	37.577	OK
11-12-2024	08:43:26.267	741.846	7.498	7.498	27.493	937	0	1.0906	OK	11-12-2024	08:43:26.267	741.846	37.577	OK
11-12-2024	08:43:26.438	742.017	7.499	7.499	27.502	937	0	1.0900	OK	11-12-2024	08:43:26.438	742.017	37.577	OK
11-12-2024	08:43:26.693	742.272	7.499	7.499	27.500	938	0	1.0901	OK	11-12-2024	08:43:26.693	742.272	37.578	OK
11-12-2024	08:43:26.869	742.448	7.499	7.499	27.502	938	0	1.0900	OK	11-12-2024	08:43:26.869	742.448	37.577	OK
11-12-2024	08:43:26.970	742.548	7.499	7.499	27.498	937	0	1.0903	OK	11-12-2024	08:43:26.970	742.548	37.578	OK
11-12-2024	08:43:27.072	742.650	7.499	7.499	27.497	937	0	1.0904	OK	11-12-2024	08:43:27.072	742.650	37.578	OK
11-12-2024	08:43:27.272	742.851	7.499	7.499	27.499	938	0	1.0902	OK	11-12-2024	08:43:27.272	742.851	37.577	OK
11-12-2024	08:43:27.444	743.023	7.499	7.499	27.502	937	0	1.0900	OK	11-12-2024	08:43:27.444	743.023	37.577	OK
11-12-2024	08:43:27.702	743.280	7.500	7.500	27.507	938	0	1.0897	OK	11-12-2024	08:43:27.702	743.280	37.577	OK
11-12-2024	08:43:27.872	743.451	7.499	7.499	27.500	938	0	1.0901	OK	11-12-2024	08:43:27.872	743.451	37.576	OK
11-12-2024	08:43:27.972	743.551	7.500	7.500	27.503	938	0	1.0899	OK	11-12-2024	08:43:27.972	743.551	37.577	OK
11-12-2024	08:43:28.074	743.653	7.499	7.499	27.498	938	0	1.0903	OK	11-12-2024	08:43:28.074	743.653	37.577	OK
11-12-2024	08:43:28.176	743.755	7.499	7.499	27.498	937	0	1.0903	OK	11-12-2024	08:43:28.176	743.755	37.577	OK
11-12-2024	08:43:28.275	743.854	7.499	7.499	27.498	938	0	1.0903	OK	11-12-2024	08:43:28.275	743.854	37.577	OK
11-12-2024	08:43:28.448	744.027	7.499	7.499	27.497	938	0	1.0903	OK	11-12-2024	08:43:28.448	744.027	37.577	OK
11-12-2024	08:43:28.722	744.301	7.500	7.500	27.505	938	0	1.0898	OK	11-12-2024	08:43:28.722	744.301	37.577	OK
11-12-2024	08:43:28.877	744.456	7.499	7.499	27.502	937	0	1.0900	OK	11-12-2024	08:43:28.877	744.456	37.576	OK
11-12-2024	08:43:28.976	744.554	7.499	7.499	27.499	938	0	1.0902	OK	11-12-2024	08:43:28.976	744.554	37.576	OK
11-12-2024	08:43:29.077	744.656	7.498	7.498	27.495	937	0	1.0905	OK	11-12-2024	08:43:29.077	744.656	37.575	OK
11-12-2024	08:43:29.179	744.757	7.498	7.498	27.496	937	0	1.0905	OK	11-12-2024	08:43:29.179	744.757	37.575	OK
11-12-2024	08:43:29.278	744.857	7.499	7.499	27.497	937	0	1.0904	OK	11-12-2024	08:43:29.278	744.857	37.575	OK
11-12-2024	08:43:29.449	745.028	7.499	7.499	27.499	938	0	1.0902	OK	11-12-2024	08:43:29.449	745.028	37.575	OK
11-12-2024	08:43:29.721	745.300	7.499	7.499	27.500	938	0	1.0902	OK	11-12-2024	08:43:29.721	745.300	37.575	OK
11-12-2024	08:43:29.879	745.458	7.499	7.499	27.501	938	0	1.0901	OK	11-12-2024	08:43:29.879	745.458	37.574	OK
11-12-2024	08:43:29.980	745.559	7.498	7.498	27.495	937	0	1.0905	OK	11-12-2024	08:43:29.980	745.559	37.574	OK
11-12-2024	08:43:30.081	745.660	7.498	7.498	27.495	938	0	1.0905	OK	11-12-2024	08:43:30.081	745.660	37.575	OK
11-12-2024	08:43:30.180	745.759	7.498	7.498	27.494	937	0	1.0905	OK	11-12-2024	08:43:30.180	745.759	37.575	OK
11-12-2024	08:43:30.280	745.859	7.498	7.498	27.493	937	0	1.0906	OK	11-12-2024	08:43:30.280	745.859	37.575	OK
11-12-2024	08:43:30.451	746.030	7.499	7.499	27.499	937	0	1.0902	OK	11-12-2024	08:43:30.451	746.030	37.576	OK
11-12-2024	08:43:30.709	746.288	7.499	7.499	27.499	937	0	1.0902	OK	11-12-2024	08:43:30.709	746.288	37.576	OK
11-12-2024	08:43:30.881	746.460	7.499	7.499	27.501	938	0	1.0901	OK	11-12-2024	08:43:30.881	746.460	37.577	OK
11-12-2024	08:43:30.982	746.561	7.498	7.498	27.494	937	0	1.0905	OK	11-12-2024	08:43:30.982	746.561	37.577	OK
11-12-2024	08:43:31.082	746.661	7.499	7.499	27.497	937	0	1.0903	OK	11-12-2024	08:43:31.082	746.661	37.577	OK
11-12-2024	08:43:31.182	746.761	7.499	7.499	27.499	937	0	1.0902	OK	11-12-2024	08:43:31.182	746.761	37.577	OK
11-12-2024	08:43:31.282	746.860	7.498	7.498	27.490	937	0	1.0908	OK	11-12-2024	08:43:31.282	746.860	37.577	OK
11-12-2024	08:43:31.453	747.032	7.498	7.498	27.494	937	0	1.0905	OK	11-12-2024	08:43:31.453	747.032	37.576	OK
11-12-2024	08:43:31.710	747.289	7.499	7.499	27.502	937	0	1.0900	OK	11-12-2024	08:43:31.710	747.289	37.576	OK
11-12-2024	08:43:31.882	747.461	7.499	7.499	27.501	937	0	1.0901	OK	11-12-2024	08:43:31.882	747.461	37.577	OK
11-12-2024	08:43:31.982	747.560	7.499	7.499	27.497	937	0	1.0903	OK	11-12-2024	08:43:31.982	747.560	37.577	OK
