#--- Experiment ---------------------------------
# comment
#
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.5.3.2466   www.pyroscience.com
#MESSRECHNER4
#--- Instrument --------------------------------------------------------------------------
#Device: FSP19 [A] FSPRO-4 SN:21450119 UiD:2466C2055D64A687 Firmware:4.11 Build:001
#--- Channel -----------------------------------------------------------------------------
#Channel [A Ch.1] - pH Sensor - SHG7-597-623 
#--- Settings & Calibration --------------------------------------------------------------
#Settings:	Duration	Intensity	Amp	Frequency (Hz)	Crc Enable	Write Lock	Autom. Flash Duration	Autom. Amp Level	Broadcast Interval (ms)	Broadcast Enabled Sensors	Broadcast Options	Analyte	Fiber Type	Fiber Length (mm)	Radio Temp	Temperature (°C)	Opt. Temp. Chan.	Radio Pressure	Pressure (mbar)	Salinity (g/l)
#	16 ms	80% (G)	10M (400x)	3000	FALSE	FALSE	FALSE	TRUE	0	47	0	pH	1 mm	1000	External Temperature Sensor	20.000000	1	Internal Pressure Sensor	1013.000000	7.500000
#Calibration:	lastCal1	lastCal2	lastCal3	R1	pH1 (pH)	temp1 (°C)	salinity1 (g/L)	R2	pH2 (pH)	temp2 (°C)	salinity2 (g/L)	offset (pH)	dPhi_ref (°)	attenuation coefficient (1/m)	bkgdAmpl (mV)	bkgdDphi (°)	dsf_dye	dtf_dye	pka	slope	bottom_t	top_t	slope_t	pka_t	pka_is1	pka_is2
#	09.12.2024	01.01.2001	01.01.2001	1.420695	2.266000	24.890000	2.000000	0.046000	14.000000	20.000000	7.500000	0.000000	57.800000	0.033900	0.584000	0.000000	0.904700	-0.005670	8.319000	1.087000	-0.015900	-0.002465	0.000000	-0.011470	2.540000	0.250000
#--- Temperature Compensation Channel ----------------------------------------------------
#Compensation Channel [A T1] - PT100 Temperature Sensor - Calibration offset = 0.00°C
#Settings: n/a
#Calibration: n/a
#--- Measurement Data --------------------------------------------------------------------
Date [A Ch.1 Main]	Time [A Ch.1 Main]	 dt (s) [A Ch.1 Main]	pH [A Ch.1 Main]	pH (pH) [A Ch.1 Main]	dphi (°) [A Ch.1 Main]	Signal Intensity (mV) [A Ch.1 Main]	Ambient Light (mV) [A Ch.1 Main]	R [A Ch.1 Main]	Status [A Ch.1 Main]	Date [A Ch.1 CompT]	Time [A Ch.1 CompT]	 dt (s) [A Ch.1 CompT]	Sample Temp. (°C) [A Ch.1 CompT]	Status [A Ch.1 CompT]
11-12-2024	08:35:17.325	252.904	7.496	7.496	27.498	939	0	1.0915	OK	11-12-2024	08:35:17.325	252.904	37.581	OK
11-12-2024	08:35:17.583	253.162	7.497	7.497	27.506	939	0	1.0909	OK	11-12-2024	08:35:17.583	253.162	37.581	OK
11-12-2024	08:35:17.754	253.333	7.497	7.497	27.505	939	0	1.0910	OK	11-12-2024	08:35:17.754	253.333	37.581	OK
11-12-2024	08:35:17.854	253.433	7.496	7.496	27.498	939	0	1.0915	OK	11-12-2024	08:35:17.854	253.433	37.581	OK
11-12-2024	08:35:17.954	253.533	7.496	7.496	27.496	938	0	1.0916	OK	11-12-2024	08:35:17.954	253.533	37.580	OK
11-12-2024	08:35:18.056	253.635	7.496	7.496	27.495	939	0	1.0917	OK	11-12-2024	08:35:18.056	253.635	37.580	OK
11-12-2024	08:35:18.157	253.736	7.496	7.496	27.498	939	0	1.0915	OK	11-12-2024	08:35:18.157	253.736	37.580	OK
11-12-2024	08:35:18.328	253.906	7.496	7.496	27.497	939	0	1.0916	OK	11-12-2024	08:35:18.328	253.906	37.580	OK
11-12-2024	08:35:18.613	254.192	7.497	7.497	27.506	939	0	1.0909	OK	11-12-2024	08:35:18.613	254.192	37.579	OK
11-12-2024	08:35:18.756	254.335	7.497	7.497	27.504	939	0	1.0911	OK	11-12-2024	08:35:18.756	254.335	37.580	OK
11-12-2024	08:35:18.856	254.435	7.496	7.496	27.498	939	0	1.0915	OK	11-12-2024	08:35:18.856	254.435	37.580	OK
11-12-2024	08:35:18.956	254.535	7.496	7.496	27.498	939	0	1.0915	OK	11-12-2024	08:35:18.956	254.535	37.579	OK
11-12-2024	08:35:19.057	254.636	7.496	7.496	27.496	938	0	1.0916	OK	11-12-2024	08:35:19.057	254.636	37.579	OK
11-12-2024	08:35:19.156	254.735	7.496	7.496	27.494	938	0	1.0918	OK	11-12-2024	08:35:19.156	254.735	37.580	OK
11-12-2024	08:35:19.325	254.904	7.496	7.496	27.498	939	0	1.0915	OK	11-12-2024	08:35:19.325	254.904	37.580	OK
11-12-2024	08:35:19.583	255.162	7.497	7.497	27.502	939	0	1.0912	OK	11-12-2024	08:35:19.583	255.162	37.579	OK
11-12-2024	08:35:19.757	255.336	7.496	7.496	27.498	939	0	1.0915	OK	11-12-2024	08:35:19.757	255.336	37.580	OK
11-12-2024	08:35:19.857	255.436	7.497	7.497	27.501	939	0	1.0913	OK	11-12-2024	08:35:19.857	255.436	37.580	OK
11-12-2024	08:35:19.957	255.536	7.496	7.496	27.494	939	0	1.0918	OK	11-12-2024	08:35:19.957	255.536	37.580	OK
11-12-2024	08:35:20.057	255.636	7.496	7.496	27.495	939	0	1.0917	OK	11-12-2024	08:35:20.057	255.636	37.580	OK
11-12-2024	08:35:20.158	255.737	7.496	7.496	27.496	939	0	1.0916	OK	11-12-2024	08:35:20.158	255.737	37.581	OK
11-12-2024	08:35:20.329	255.908	7.496	7.496	27.496	939	0	1.0916	OK	11-12-2024	08:35:20.329	255.908	37.581	OK
11-12-2024	08:35:20.586	256.165	7.497	7.497	27.501	939	0	1.0912	OK	11-12-2024	08:35:20.586	256.165	37.581	OK
11-12-2024	08:35:20.759	256.338	7.497	7.497	27.504	939	0	1.0910	OK	11-12-2024	08:35:20.759	256.338	37.581	OK
11-12-2024	08:35:20.860	256.439	7.496	7.496	27.496	939	0	1.0916	OK	11-12-2024	08:35:20.860	256.439	37.581	OK
11-12-2024	08:35:20.960	256.539	7.496	7.496	27.498	939	0	1.0914	OK	11-12-2024	08:35:20.960	256.539	37.580	OK
11-12-2024	08:35:21.063	256.642	7.496	7.496	27.499	939	0	1.0914	OK	11-12-2024	08:35:21.063	256.642	37.580	OK
11-12-2024	08:35:21.160	256.739	7.495	7.495	27.491	939	0	1.0919	OK	11-12-2024	08:35:21.160	256.739	37.580	OK
11-12-2024	08:35:21.330	256.909	7.496	7.496	27.498	939	0	1.0915	OK	11-12-2024	08:35:21.330	256.909	37.580	OK
11-12-2024	08:35:21.589	257.168	7.497	7.497	27.505	939	0	1.0910	OK	11-12-2024	08:35:21.589	257.168	37.579	OK
11-12-2024	08:35:21.760	257.339	7.497	7.497	27.503	939	0	1.0912	OK	11-12-2024	08:35:21.760	257.339	37.579	OK
11-12-2024	08:35:21.861	257.440	7.497	7.497	27.502	939	0	1.0912	OK	11-12-2024	08:35:21.861	257.440	37.579	OK
11-12-2024	08:35:21.961	257.540	7.497	7.497	27.502	939	0	1.0912	OK	11-12-2024	08:35:21.961	257.540	37.579	OK
11-12-2024	08:35:22.061	257.640	7.496	7.496	27.496	939	0	1.0916	OK	11-12-2024	08:35:22.061	257.640	37.579	OK
11-12-2024	08:35:22.161	257.740	7.496	7.496	27.495	939	0	1.0917	OK	11-12-2024	08:35:22.161	257.740	37.578	OK
11-12-2024	08:35:22.328	257.907	7.496	7.496	27.499	939	0	1.0914	OK	11-12-2024	08:35:22.328	257.907	37.578	OK
11-12-2024	08:35:22.599	258.178	7.498	7.498	27.506	939	0	1.0909	OK	11-12-2024	08:35:22.599	258.178	37.578	OK
11-12-2024	08:35:22.760	258.339	7.496	7.496	27.499	939	0	1.0914	OK	11-12-2024	08:35:22.760	258.339	37.578	OK
11-12-2024	08:35:22.862	258.440	7.496	7.496	27.496	939	0	1.0916	OK	11-12-2024	08:35:22.862	258.440	37.579	OK
11-12-2024	08:35:22.961	258.540	7.495	7.495	27.492	939	0	1.0919	OK	11-12-2024	08:35:22.961	258.540	37.579	OK
11-12-2024	08:35:23.061	258.640	7.496	7.496	27.498	939	0	1.0914	OK	11-12-2024	08:35:23.061	258.640	37.578	OK
11-12-2024	08:35:23.161	258.740	7.496	7.496	27.496	939	0	1.0916	OK	11-12-2024	08:35:23.161	258.740	37.578	OK
11-12-2024	08:35:23.330	258.909	7.496	7.496	27.498	939	0	1.0914	OK	11-12-2024	08:35:23.330	258.909	37.579	OK
11-12-2024	08:35:23.585	259.164	7.497	7.497	27.503	939	0	1.0911	OK	11-12-2024	08:35:23.585	259.164	37.578	OK
11-12-2024	08:35:23.762	259.341	7.497	7.497	27.505	939	0	1.0910	OK	11-12-2024	08:35:23.762	259.341	37.578	OK
11-12-2024	08:35:23.862	259.441	7.497	7.497	27.500	939	0	1.0913	OK	11-12-2024	08:35:23.862	259.441	37.578	OK
11-12-2024	08:35:23.962	259.541	7.496	7.496	27.497	939	0	1.0915	OK	11-12-2024	08:35:23.962	259.541	37.578	OK
11-12-2024	08:35:24.062	259.641	7.496	7.496	27.497	939	0	1.0915	OK	11-12-2024	08:35:24.062	259.641	37.577	OK
11-12-2024	08:35:24.162	259.741	7.495	7.495	27.491	939	0	1.0919	OK	11-12-2024	08:35:24.162	259.741	37.577	OK
11-12-2024	08:35:24.333	259.912	7.497	7.497	27.500	938	0	1.0913	OK	11-12-2024	08:35:24.333	259.912	37.577	OK
11-12-2024	08:35:24.606	260.185	7.497	7.497	27.501	939	0	1.0912	OK	11-12-2024	08:35:24.606	260.185	37.578	OK
11-12-2024	08:35:24.762	260.341	7.497	7.497	27.502	939	0	1.0912	OK	11-12-2024	08:35:24.762	260.341	37.578	OK
11-12-2024	08:35:24.863	260.442	7.496	7.496	27.497	939	0	1.0915	OK	11-12-2024	08:35:24.863	260.442	37.579	OK
11-12-2024	08:35:24.963	260.542	7.496	7.496	27.496	939	0	1.0916	OK	11-12-2024	08:35:24.963	260.542	37.579	OK
11-12-2024	08:35:25.064	260.642	7.495	7.495	27.492	938	0	1.0919	OK	11-12-2024	08:35:25.064	260.642	37.579	OK
11-12-2024	08:35:25.164	260.743	7.496	7.496	27.494	939	0	1.0917	OK	11-12-2024	08:35:25.164	260.743	37.579	OK
11-12-2024	08:35:25.337	260.916	7.496	7.496	27.498	938	0	1.0914	OK	11-12-2024	08:35:25.337	260.916	37.579	OK
11-12-2024	08:35:25.592	261.171	7.497	7.497	27.503	939	0	1.0911	OK	11-12-2024	08:35:25.592	261.171	37.579	OK
11-12-2024	08:35:25.768	261.347	7.497	7.497	27.500	939	0	1.0913	OK	11-12-2024	08:35:25.768	261.347	37.579	OK
11-12-2024	08:35:25.868	261.447	7.496	7.496	27.494	938	0	1.0917	OK	11-12-2024	08:35:25.868	261.447	37.579	OK
11-12-2024	08:35:25.969	261.548	7.496	7.496	27.494	939	0	1.0917	OK	11-12-2024	08:35:25.969	261.548	37.579	OK
11-12-2024	08:35:26.069	261.648	7.496	7.496	27.494	938	0	1.0917	OK	11-12-2024	08:35:26.069	261.648	37.578	OK
11-12-2024	08:35:26.168	261.747	7.496	7.496	27.495	938	0	1.0917	OK	11-12-2024	08:35:26.168	261.747	37.578	OK
11-12-2024	08:35:26.337	261.916	7.496	7.496	27.498	939	0	1.0914	OK	11-12-2024	08:35:26.337	261.916	37.578	OK
11-12-2024	08:35:26.592	262.171	7.497	7.497	27.501	939	0	1.0912	OK	11-12-2024	08:35:26.592	262.171	37.577	OK
11-12-2024	08:35:26.770	262.349	7.497	7.497	27.504	939	0	1.0910	OK	11-12-2024	08:35:26.770	262.349	37.576	OK
11-12-2024	08:35:26.871	262.450	7.496	7.496	27.497	939	0	1.0915	OK	11-12-2024	08:35:26.871	262.450	37.575	OK
11-12-2024	08:35:26.971	262.550	7.495	7.495	27.490	938	0	1.0920	OK	11-12-2024	08:35:26.971	262.550	37.575	OK
11-12-2024	08:35:27.071	262.650	7.496	7.496	27.494	938	0	1.0917	OK	11-12-2024	08:35:27.071	262.650	37.575	OK
11-12-2024	08:35:27.172	262.751	7.495	7.495	27.491	938	0	1.0919	OK	11-12-2024	08:35:27.172	262.751	37.575	OK
11-12-2024	08:35:27.342	262.921	7.496	7.496	27.494	938	0	1.0917	OK	11-12-2024	08:35:27.342	262.921	37.575	OK
11-12-2024	08:35:27.600	263.179	7.497	7.497	27.500	939	0	1.0913	OK	11-12-2024	08:35:27.600	263.179	37.576	OK
11-12-2024	08:35:27.774	263.352	7.496	7.496	27.498	939	0	1.0914	OK	11-12-2024	08:35:27.774	263.352	37.575	OK
11-12-2024	08:35:27.875	263.454	7.496	7.496	27.496	938	0	1.0916	OK	11-12-2024	08:35:27.875	263.454	37.575	OK
11-12-2024	08:35:27.975	263.554	7.496	7.496	27.496	939	0	1.0916	OK	11-12-2024	08:35:27.975	263.554	37.575	OK
11-12-2024	08:35:28.075	263.654	7.496	7.496	27.496	939	0	1.0916	OK	11-12-2024	08:35:28.075	263.654	37.574	OK
11-12-2024	08:35:28.175	263.754	7.496	7.496	27.497	938	0	1.0915	OK	11-12-2024	08:35:28.175	263.754	37.574	OK
11-12-2024	08:35:28.349	263.928	7.497	7.497	27.499	939	0	1.0914	OK	11-12-2024	08:35:28.349	263.928	37.574	OK
11-12-2024	08:35:28.606	264.185	7.496	7.496	27.497	939	0	1.0915	OK	11-12-2024	08:35:28.606	264.185	37.574	OK
11-12-2024	08:35:28.776	264.355	7.496	7.496	27.498	939	0	1.0914	OK	11-12-2024	08:35:28.776	264.355	37.574	OK
11-12-2024	08:35:28.875	264.454	7.496	7.496	27.496	938	0	1.0916	OK	11-12-2024	08:35:28.875	264.454	37.575	OK
11-12-2024	08:35:28.976	264.555	7.496	7.496	27.496	939	0	1.0916	OK	11-12-2024	08:35:28.976	264.555	37.575	OK
11-12-2024	08:35:29.076	264.655	7.496	7.496	27.496	939	0	1.0916	OK	11-12-2024	08:35:29.076	264.655	37.575	OK
11-12-2024	08:35:29.177	264.755	7.496	7.496	27.496	938	0	1.0916	OK	11-12-2024	08:35:29.177	264.755	37.575	OK
11-12-2024	08:35:29.346	264.925	7.497	7.497	27.499	939	0	1.0914	OK	11-12-2024	08:35:29.346	264.925	37.575	OK
11-12-2024	08:35:29.617	265.196	7.497	7.497	27.503	939	0	1.0911	OK	11-12-2024	08:35:29.617	265.196	37.576	OK
11-12-2024	08:35:29.777	265.356	7.497	7.497	27.501	939	0	1.0912	OK	11-12-2024	08:35:29.777	265.356	37.577	OK
11-12-2024	08:35:29.877	265.456	7.496	7.496	27.495	938	0	1.0917	OK	11-12-2024	08:35:29.877	265.456	37.578	OK
11-12-2024	08:35:29.976	265.555	7.496	7.496	27.499	938	0	1.0914	OK	11-12-2024	08:35:29.976	265.555	37.578	OK
11-12-2024	08:35:30.077	265.656	7.496	7.496	27.493	938	0	1.0918	OK	11-12-2024	08:35:30.077	265.656	37.579	OK
11-12-2024	08:35:30.177	265.755	7.496	7.496	27.495	938	0	1.0917	OK	11-12-2024	08:35:30.177	265.755	37.579	OK
11-12-2024	08:35:30.349	265.928	7.496	7.496	27.496	938	0	1.0916	OK	11-12-2024	08:35:30.349	265.928	37.579	OK
11-12-2024	08:35:30.622	266.201	7.496	7.496	27.499	938	0	1.0914	OK	11-12-2024	08:35:30.622	266.201	37.580	OK
11-12-2024	08:35:30.779	266.358	7.497	7.497	27.501	938	0	1.0912	OK	11-12-2024	08:35:30.779	266.358	37.579	OK
11-12-2024	08:35:30.878	266.457	7.496	7.496	27.499	939	0	1.0914	OK	11-12-2024	08:35:30.878	266.457	37.579	OK
11-12-2024	08:35:30.979	266.558	7.496	7.496	27.496	938	0	1.0916	OK	11-12-2024	08:35:30.979	266.558	37.579	OK
11-12-2024	08:35:31.080	266.659	7.496	7.496	27.495	938	0	1.0917	OK	11-12-2024	08:35:31.080	266.659	37.579	OK
11-12-2024	08:35:31.180	266.759	7.495	7.495	27.492	938	0	1.0919	OK	11-12-2024	08:35:31.180	266.759	37.580	OK
11-12-2024	08:35:31.354	266.933	7.496	7.496	27.498	939	0	1.0914	OK	11-12-2024	08:35:31.354	266.933	37.580	OK
11-12-2024	08:35:31.610	267.189	7.496	7.496	27.498	939	0	1.0914	OK	11-12-2024	08:35:31.610	267.189	37.580	OK
11-12-2024	08:35:31.782	267.360	7.497	7.497	27.505	939	0	1.0910	OK	11-12-2024	08:35:31.782	267.360	37.581	OK
11-12-2024	08:35:31.879	267.458	7.496	7.496	27.493	939	0	1.0918	OK	11-12-2024	08:35:31.879	267.458	37.581	OK
11-12-2024	08:35:31.981	267.560	7.496	7.496	27.496	938	0	1.0916	OK	11-12-2024	08:35:31.981	267.560	37.581	OK
11-12-2024	08:35:32.081	267.660	7.495	7.495	27.492	939	0	1.0919	OK	11-12-2024	08:35:32.081	267.660	37.581	OK
11-12-2024	08:35:32.181	267.760	7.495	7.495	27.489	939	0	1.0921	OK	11-12-2024	08:35:32.181	267.760	37.580	OK
11-12-2024	08:35:32.353	267.932	7.496	7.496	27.494	939	0	1.0917	OK	11-12-2024	08:35:32.353	267.932	37.582	OK
11-12-2024	08:35:32.607	268.186	7.497	7.497	27.499	939	0	1.0913	OK	11-12-2024	08:35:32.607	268.186	37.582	OK
11-12-2024	08:35:32.781	268.360	7.497	7.497	27.503	939	0	1.0911	OK	11-12-2024	08:35:32.781	268.360	37.582	OK
11-12-2024	08:35:32.882	268.461	7.496	7.496	27.493	939	0	1.0917	OK	11-12-2024	08:35:32.882	268.461	37.582	OK
11-12-2024	08:35:32.982	268.561	7.495	7.495	27.491	939	0	1.0919	OK	11-12-2024	08:35:32.982	268.561	37.582	OK
11-12-2024	08:35:33.081	268.660	7.496	7.496	27.494	939	0	1.0917	OK	11-12-2024	08:35:33.081	268.660	37.582	OK
11-12-2024	08:35:33.182	268.761	7.495	7.495	27.489	939	0	1.0920	OK	11-12-2024	08:35:33.182	268.761	37.583	OK
11-12-2024	08:35:33.354	268.933	7.496	7.496	27.493	939	0	1.0917	OK	11-12-2024	08:35:33.354	268.933	37.582	OK
11-12-2024	08:35:33.610	269.189	7.496	7.496	27.497	939	0	1.0915	OK	11-12-2024	08:35:33.610	269.189	37.582	OK
11-12-2024	08:35:33.782	269.361	7.497	7.497	27.502	939	0	1.0912	OK	11-12-2024	08:35:33.782	269.361	37.582	OK
11-12-2024	08:35:33.883	269.462	7.496	7.496	27.494	939	0	1.0917	OK	11-12-2024	08:35:33.883	269.462	37.582	OK
11-12-2024	08:35:33.983	269.562	7.495	7.495	27.492	939	0	1.0919	OK	11-12-2024	08:35:33.983	269.562	37.583	OK
11-12-2024	08:35:34.082	269.661	7.496	7.496	27.496	939	0	1.0916	OK	11-12-2024	08:35:34.082	269.661	37.583	OK
11-12-2024	08:35:34.268	269.847	7.496	7.496	27.496	939	0	1.0916	OK	11-12-2024	08:35:34.268	269.847	37.582	OK
11-12-2024	08:35:34.537	270.116	7.497	7.497	27.502	939	0	1.0912	OK	11-12-2024	08:35:34.537	270.116	37.583	OK
11-12-2024	08:35:34.683	270.262	7.497	7.497	27.500	939	0	1.0913	OK	11-12-2024	08:35:34.683	270.262	37.583	OK
11-12-2024	08:35:34.782	270.361	7.496	7.496	27.497	939	0	1.0915	OK	11-12-2024	08:35:34.782	270.361	37.583	OK
11-12-2024	08:35:34.884	270.463	7.496	7.496	27.495	939	0	1.0917	OK	11-12-2024	08:35:34.884	270.463	37.583	OK
11-12-2024	08:35:34.985	270.564	7.496	7.496	27.494	939	0	1.0917	OK	11-12-2024	08:35:34.985	270.564	37.582	OK
11-12-2024	08:35:35.085	270.664	7.495	7.495	27.492	938	0	1.0919	OK	11-12-2024	08:35:35.085	270.664	37.582	OK
11-12-2024	08:35:35.267	270.846	7.497	7.497	27.503	939	0	1.0911	OK	11-12-2024	08:35:35.267	270.846	37.582	OK
11-12-2024	08:35:35.527	271.106	7.496	7.496	27.497	939	0	1.0915	OK	11-12-2024	08:35:35.527	271.106	37.583	OK
11-12-2024	08:35:35.684	271.263	7.496	7.496	27.498	939	0	1.0914	OK	11-12-2024	08:35:35.684	271.263	37.582	OK
11-12-2024	08:35:35.786	271.365	7.496	7.496	27.499	939	0	1.0914	OK	11-12-2024	08:35:35.786	271.365	37.581	OK
11-12-2024	08:35:35.986	271.565	7.497	7.497	27.502	939	0	1.0912	OK	11-12-2024	08:35:35.986	271.565	37.581	OK
11-12-2024	08:35:36.087	271.666	7.497	7.497	27.502	938	0	1.0912	OK	11-12-2024	08:35:36.087	271.666	37.581	OK
11-12-2024	08:35:36.266	271.845	7.497	7.497	27.501	939	0	1.0912	OK	11-12-2024	08:35:36.266	271.845	37.581	OK
11-12-2024	08:35:36.540	272.119	7.497	7.497	27.500	939	0	1.0913	OK	11-12-2024	08:35:36.540	272.119	37.579	OK
11-12-2024	08:35:36.688	272.267	7.497	7.497	27.501	939	0	1.0912	OK	11-12-2024	08:35:36.688	272.267	37.579	OK
11-12-2024	08:35:36.788	272.367	7.496	7.496	27.497	939	0	1.0915	OK	11-12-2024	08:35:36.788	272.367	37.578	OK
11-12-2024	08:35:36.889	272.468	7.497	7.497	27.499	939	0	1.0913	OK	11-12-2024	08:35:36.889	272.468	37.578	OK
11-12-2024	08:35:36.989	272.568	7.496	7.496	27.494	939	0	1.0917	OK	11-12-2024	08:35:36.989	272.568	37.578	OK
11-12-2024	08:35:37.089	272.667	7.496	7.496	27.495	939	0	1.0916	OK	11-12-2024	08:35:37.089	272.667	37.578	OK
11-12-2024	08:35:37.265	272.844	7.497	7.497	27.500	939	0	1.0913	OK	11-12-2024	08:35:37.265	272.844	37.577	OK
11-12-2024	08:35:37.521	273.100	7.496	7.496	27.497	939	0	1.0915	OK	11-12-2024	08:35:37.521	273.100	37.577	OK
11-12-2024	08:35:37.692	273.271	7.497	7.497	27.504	939	0	1.0910	OK	11-12-2024	08:35:37.692	273.271	37.577	OK
11-12-2024	08:35:37.792	273.371	7.496	7.496	27.498	939	0	1.0914	OK	11-12-2024	08:35:37.792	273.371	37.577	OK
11-12-2024	08:35:37.892	273.471	7.496	7.496	27.496	939	0	1.0915	OK	11-12-2024	08:35:37.892	273.471	37.577	OK
11-12-2024	08:35:37.993	273.572	7.496	7.496	27.492	938	0	1.0918	OK	11-12-2024	08:35:37.993	273.572	37.576	OK
11-12-2024	08:35:38.092	273.670	7.496	7.496	27.493	939	0	1.0917	OK	11-12-2024	08:35:38.092	273.670	37.576	OK
11-12-2024	08:35:38.269	273.848	7.496	7.496	27.497	938	0	1.0915	OK	11-12-2024	08:35:38.269	273.848	37.576	OK
11-12-2024	08:35:38.527	274.106	7.497	7.497	27.500	939	0	1.0913	OK	11-12-2024	08:35:38.527	274.106	37.577	OK
11-12-2024	08:35:38.693	274.272	7.497	7.497	27.503	939	0	1.0911	OK	11-12-2024	08:35:38.693	274.272	37.576	OK
11-12-2024	08:35:38.893	274.472	7.497	7.497	27.501	939	0	1.0912	OK	11-12-2024	08:35:38.893	274.472	37.576	OK
11-12-2024	08:35:39.007	274.586	7.497	7.497	27.500	938	0	1.0913	OK	11-12-2024	08:35:39.007	274.586	37.576	OK
11-12-2024	08:35:39.098	274.677	7.496	7.496	27.496	938	0	1.0916	OK	11-12-2024	08:35:39.098	274.677	37.576	OK
11-12-2024	08:35:39.271	274.850	7.497	7.497	27.503	939	0	1.0911	OK	11-12-2024	08:35:39.271	274.850	37.577	OK
11-12-2024	08:35:39.528	275.107	7.497	7.497	27.503	939	0	1.0911	OK	11-12-2024	08:35:39.528	275.107	37.576	OK
11-12-2024	08:35:39.699	275.278	7.497	7.497	27.501	939	0	1.0912	OK	11-12-2024	08:35:39.699	275.278	37.577	OK
11-12-2024	08:35:39.799	275.378	7.497	7.497	27.502	939	0	1.0912	OK	11-12-2024	08:35:39.799	275.378	37.577	OK
11-12-2024	08:35:39.900	275.479	7.496	7.496	27.497	939	0	1.0915	OK	11-12-2024	08:35:39.900	275.479	37.576	OK
11-12-2024	08:35:40.005	275.584	7.496	7.496	27.496	939	0	1.0916	OK	11-12-2024	08:35:40.005	275.584	37.576	OK
11-12-2024	08:35:40.099	275.678	7.496	7.496	27.498	939	0	1.0914	OK	11-12-2024	08:35:40.099	275.678	37.577	OK
11-12-2024	08:35:40.272	275.851	7.497	7.497	27.500	939	0	1.0913	OK	11-12-2024	08:35:40.272	275.851	37.578	OK
11-12-2024	08:35:40.530	276.109	7.497	7.497	27.502	939	0	1.0911	OK	11-12-2024	08:35:40.530	276.109	37.577	OK
11-12-2024	08:35:40.700	276.279	7.497	7.497	27.501	939	0	1.0912	OK	11-12-2024	08:35:40.700	276.279	37.578	OK
11-12-2024	08:35:40.800	276.379	7.496	7.496	27.496	939	0	1.0915	OK	11-12-2024	08:35:40.800	276.379	37.578	OK
11-12-2024	08:35:40.901	276.480	7.496	7.496	27.494	939	0	1.0917	OK	11-12-2024	08:35:40.901	276.480	37.578	OK
11-12-2024	08:35:41.007	276.586	7.496	7.496	27.496	938	0	1.0915	OK	11-12-2024	08:35:41.007	276.586	37.578	OK
11-12-2024	08:35:41.105	276.684	7.495	7.495	27.491	938	0	1.0919	OK	11-12-2024	08:35:41.105	276.684	37.578	OK
11-12-2024	08:35:41.274	276.852	7.496	7.496	27.496	939	0	1.0915	OK	11-12-2024	08:35:41.274	276.852	37.578	OK
11-12-2024	08:35:41.531	277.110	7.497	7.497	27.501	939	0	1.0912	OK	11-12-2024	08:35:41.531	277.110	37.578	OK
11-12-2024	08:35:41.703	277.282	7.496	7.496	27.498	939	0	1.0914	OK	11-12-2024	08:35:41.703	277.282	37.578	OK
11-12-2024	08:35:41.803	277.382	7.496	7.496	27.496	939	0	1.0916	OK	11-12-2024	08:35:41.803	277.382	37.578	OK
11-12-2024	08:35:41.904	277.482	7.496	7.496	27.497	939	0	1.0915	OK	11-12-2024	08:35:41.904	277.482	37.578	OK
11-12-2024	08:35:42.006	277.585	7.495	7.495	27.491	938	0	1.0919	OK	11-12-2024	08:35:42.006	277.585	37.578	OK
11-12-2024	08:35:42.104	277.683	7.496	7.496	27.494	939	0	1.0917	OK	11-12-2024	08:35:42.104	277.683	37.579	OK
11-12-2024	08:35:42.276	277.855	7.496	7.496	27.493	939	0	1.0918	OK	11-12-2024	08:35:42.276	277.855	37.580	OK
11-12-2024	08:35:42.535	278.114	7.497	7.497	27.500	939	0	1.0913	OK	11-12-2024	08:35:42.535	278.114	37.580	OK
11-12-2024	08:35:42.705	278.284	7.497	7.497	27.501	939	0	1.0912	OK	11-12-2024	08:35:42.705	278.284	37.579	OK
11-12-2024	08:35:42.805	278.384	7.496	7.496	27.498	939	0	1.0914	OK	11-12-2024	08:35:42.805	278.384	37.579	OK
11-12-2024	08:35:42.905	278.484	7.496	7.496	27.497	939	0	1.0915	OK	11-12-2024	08:35:42.905	278.484	37.580	OK
11-12-2024	08:35:43.006	278.585	7.496	7.496	27.497	938	0	1.0915	OK	11-12-2024	08:35:43.006	278.585	37.580	OK
11-12-2024	08:35:43.106	278.685	7.495	7.495	27.492	939	0	1.0919	OK	11-12-2024	08:35:43.106	278.685	37.580	OK
11-12-2024	08:35:43.276	278.855	7.496	7.496	27.496	939	0	1.0916	OK	11-12-2024	08:35:43.276	278.855	37.580	OK
11-12-2024	08:35:43.533	279.112	7.497	7.497	27.502	939	0	1.0912	OK	11-12-2024	08:35:43.533	279.112	37.580	OK
11-12-2024	08:35:43.706	279.285	7.497	7.497	27.500	938	0	1.0913	OK	11-12-2024	08:35:43.706	279.285	37.582	OK
11-12-2024	08:35:43.807	279.386	7.496	7.496	27.499	939	0	1.0914	OK	11-12-2024	08:35:43.807	279.386	37.582	OK
11-12-2024	08:35:43.907	279.485	7.496	7.496	27.497	939	0	1.0915	OK	11-12-2024	08:35:43.907	279.485	37.582	OK
11-12-2024	08:35:44.007	279.586	7.495	7.495	27.491	938	0	1.0919	OK	11-12-2024	08:35:44.007	279.586	37.582	OK
